,login_time,count
237,1970-01-04 07:15:00,0
238,1970-01-04 07:30:00,1
239,1970-01-04 07:45:00,1
240,1970-01-04 08:00:00,2
241,1970-01-04 08:15:00,2
242,1970-01-04 08:30:00,1
243,1970-01-04 08:45:00,2
244,1970-01-04 09:00:00,2
245,1970-01-04 09:15:00,1
246,1970-01-04 09:30:00,4
247,1970-01-04 09:45:00,4
248,1970-01-04 10:00:00,2
249,1970-01-04 10:15:00,3
250,1970-01-04 10:30:00,3
251,1970-01-04 10:45:00,2
252,1970-01-04 11:00:00,3
253,1970-01-04 11:15:00,7
254,1970-01-04 11:30:00,3
255,1970-01-04 11:45:00,3
256,1970-01-04 12:00:00,5
257,1970-01-04 12:15:00,3
258,1970-01-04 12:30:00,4
259,1970-01-04 12:45:00,5
260,1970-01-04 13:00:00,2
261,1970-01-04 13:15:00,3
262,1970-01-04 13:30:00,8
263,1970-01-04 13:45:00,3
264,1970-01-04 14:00:00,8
265,1970-01-04 14:15:00,3
266,1970-01-04 14:30:00,5
267,1970-01-04 14:45:00,6
268,1970-01-04 15:00:00,6
269,1970-01-04 15:15:00,8
270,1970-01-04 15:30:00,13
271,1970-01-04 15:45:00,5
272,1970-01-04 16:00:00,5
273,1970-01-04 16:15:00,8
274,1970-01-04 16:30:00,10
275,1970-01-04 16:45:00,11
276,1970-01-04 17:00:00,2
277,1970-01-04 17:15:00,4
278,1970-01-04 17:30:00,10
279,1970-01-04 17:45:00,4
280,1970-01-04 18:00:00,2
281,1970-01-04 18:15:00,3
282,1970-01-04 18:30:00,2
283,1970-01-04 18:45:00,6
284,1970-01-04 19:00:00,8
285,1970-01-04 19:15:00,3
286,1970-01-04 19:30:00,5
287,1970-01-04 19:45:00,11
288,1970-01-04 20:00:00,12
289,1970-01-04 20:15:00,4
290,1970-01-04 20:30:00,4
291,1970-01-04 20:45:00,8
292,1970-01-04 21:00:00,3
293,1970-01-04 21:15:00,7
294,1970-01-04 21:30:00,4
295,1970-01-04 21:45:00,6
296,1970-01-04 22:00:00,9
297,1970-01-04 22:15:00,4
298,1970-01-04 22:30:00,6
299,1970-01-04 22:45:00,7
300,1970-01-04 23:00:00,2
301,1970-01-04 23:15:00,7
302,1970-01-04 23:30:00,5
303,1970-01-04 23:45:00,6
304,1970-01-05 00:00:00,8
305,1970-01-05 00:15:00,3
306,1970-01-05 00:30:00,7
307,1970-01-05 00:45:00,4
308,1970-01-05 01:00:00,7
309,1970-01-05 01:15:00,5
310,1970-01-05 01:30:00,7
311,1970-01-05 01:45:00,5
312,1970-01-05 02:00:00,5
313,1970-01-05 02:15:00,1
314,1970-01-05 02:30:00,1
315,1970-01-05 02:45:00,4
316,1970-01-05 03:00:00,3
317,1970-01-05 03:15:00,2
318,1970-01-05 03:30:00,2
319,1970-01-05 03:45:00,7
320,1970-01-05 04:00:00,2
321,1970-01-05 04:15:00,2
322,1970-01-05 04:30:00,2
323,1970-01-05 04:45:00,6
324,1970-01-05 05:00:00,6
325,1970-01-05 05:15:00,5
326,1970-01-05 05:30:00,2
327,1970-01-05 05:45:00,1
328,1970-01-05 06:00:00,1
329,1970-01-05 06:15:00,1
330,1970-01-05 06:30:00,0
331,1970-01-05 06:45:00,2
332,1970-01-05 07:00:00,0
333,1970-01-05 07:15:00,1
334,1970-01-05 07:30:00,1
335,1970-01-05 07:45:00,1
336,1970-01-05 08:00:00,0
337,1970-01-05 08:15:00,2
338,1970-01-05 08:30:00,3
339,1970-01-05 08:45:00,4
340,1970-01-05 09:00:00,2
341,1970-01-05 09:15:00,2
342,1970-01-05 09:30:00,3
343,1970-01-05 09:45:00,3
344,1970-01-05 10:00:00,5
345,1970-01-05 10:15:00,3
346,1970-01-05 10:30:00,3
347,1970-01-05 10:45:00,7
348,1970-01-05 11:00:00,10
349,1970-01-05 11:15:00,16
350,1970-01-05 11:30:00,23
351,1970-01-05 11:45:00,15
352,1970-01-05 12:00:00,15
353,1970-01-05 12:15:00,11
354,1970-01-05 12:30:00,11
355,1970-01-05 12:45:00,8
356,1970-01-05 13:00:00,8
357,1970-01-05 13:15:00,4
358,1970-01-05 13:30:00,11
359,1970-01-05 13:45:00,5
360,1970-01-05 14:00:00,4
361,1970-01-05 14:15:00,6
362,1970-01-05 14:30:00,5
363,1970-01-05 14:45:00,2
364,1970-01-05 15:00:00,4
365,1970-01-05 15:15:00,5
366,1970-01-05 15:30:00,6
367,1970-01-05 15:45:00,8
368,1970-01-05 16:00:00,4
369,1970-01-05 16:15:00,2
370,1970-01-05 16:30:00,3
371,1970-01-05 16:45:00,8
372,1970-01-05 17:00:00,3
373,1970-01-05 17:15:00,3
374,1970-01-05 17:30:00,4
375,1970-01-05 17:45:00,4
376,1970-01-05 18:00:00,2
377,1970-01-05 18:15:00,4
378,1970-01-05 18:30:00,3
379,1970-01-05 18:45:00,7
380,1970-01-05 19:00:00,4
381,1970-01-05 19:15:00,6
382,1970-01-05 19:30:00,0
383,1970-01-05 19:45:00,2
384,1970-01-05 20:00:00,4
385,1970-01-05 20:15:00,1
386,1970-01-05 20:30:00,2
387,1970-01-05 20:45:00,5
388,1970-01-05 21:00:00,5
389,1970-01-05 21:15:00,5
390,1970-01-05 21:30:00,6
391,1970-01-05 21:45:00,4
392,1970-01-05 22:00:00,4
393,1970-01-05 22:15:00,8
394,1970-01-05 22:30:00,3
395,1970-01-05 22:45:00,10
396,1970-01-05 23:00:00,7
397,1970-01-05 23:15:00,6
398,1970-01-05 23:30:00,7
399,1970-01-05 23:45:00,5
400,1970-01-06 00:00:00,7
401,1970-01-06 00:15:00,4
402,1970-01-06 00:30:00,7
403,1970-01-06 00:45:00,7
404,1970-01-06 01:00:00,8
405,1970-01-06 01:15:00,5
406,1970-01-06 01:30:00,5
407,1970-01-06 01:45:00,4
408,1970-01-06 02:00:00,4
409,1970-01-06 02:15:00,5
410,1970-01-06 02:30:00,5
411,1970-01-06 02:45:00,3
412,1970-01-06 03:00:00,3
413,1970-01-06 03:15:00,3
414,1970-01-06 03:30:00,1
415,1970-01-06 03:45:00,4
416,1970-01-06 04:00:00,3
417,1970-01-06 04:15:00,2
418,1970-01-06 04:30:00,2
419,1970-01-06 04:45:00,2
420,1970-01-06 05:00:00,1
421,1970-01-06 05:15:00,0
422,1970-01-06 05:30:00,2
423,1970-01-06 05:45:00,1
424,1970-01-06 06:00:00,2
425,1970-01-06 06:15:00,1
426,1970-01-06 06:30:00,1
427,1970-01-06 06:45:00,0
428,1970-01-06 07:00:00,1
429,1970-01-06 07:15:00,2
430,1970-01-06 07:30:00,0
431,1970-01-06 07:45:00,1
432,1970-01-06 08:00:00,1
433,1970-01-06 08:15:00,1
434,1970-01-06 08:30:00,3
435,1970-01-06 08:45:00,2
436,1970-01-06 09:00:00,3
437,1970-01-06 09:15:00,4
438,1970-01-06 09:30:00,4
439,1970-01-06 09:45:00,3
440,1970-01-06 10:00:00,3
441,1970-01-06 10:15:00,4
442,1970-01-06 10:30:00,13
443,1970-01-06 10:45:00,9
444,1970-01-06 11:00:00,15
445,1970-01-06 11:15:00,9
446,1970-01-06 11:30:00,14
447,1970-01-06 11:45:00,14
448,1970-01-06 12:00:00,17
449,1970-01-06 12:15:00,17
450,1970-01-06 12:30:00,7
451,1970-01-06 12:45:00,6
452,1970-01-06 13:00:00,6
453,1970-01-06 13:15:00,6
454,1970-01-06 13:30:00,6
455,1970-01-06 13:45:00,5
456,1970-01-06 14:00:00,4
457,1970-01-06 14:15:00,5
458,1970-01-06 14:30:00,10
459,1970-01-06 14:45:00,1
460,1970-01-06 15:00:00,4
461,1970-01-06 15:15:00,5
462,1970-01-06 15:30:00,2
463,1970-01-06 15:45:00,3
464,1970-01-06 16:00:00,0
465,1970-01-06 16:15:00,2
466,1970-01-06 16:30:00,6
467,1970-01-06 16:45:00,7
468,1970-01-06 17:00:00,2
469,1970-01-06 17:15:00,4
470,1970-01-06 17:30:00,3
471,1970-01-06 17:45:00,2
472,1970-01-06 18:00:00,6
473,1970-01-06 18:15:00,1
474,1970-01-06 18:30:00,9
475,1970-01-06 18:45:00,10
476,1970-01-06 19:00:00,0
477,1970-01-06 19:15:00,3
478,1970-01-06 19:30:00,1
479,1970-01-06 19:45:00,7
480,1970-01-06 20:00:00,5
481,1970-01-06 20:15:00,5
482,1970-01-06 20:30:00,7
483,1970-01-06 20:45:00,7
484,1970-01-06 21:00:00,8
485,1970-01-06 21:15:00,11
486,1970-01-06 21:30:00,8
487,1970-01-06 21:45:00,23
488,1970-01-06 22:00:00,24
489,1970-01-06 22:15:00,19
490,1970-01-06 22:30:00,11
491,1970-01-06 22:45:00,12
492,1970-01-06 23:00:00,9
493,1970-01-06 23:15:00,7
494,1970-01-06 23:30:00,7
495,1970-01-06 23:45:00,8
496,1970-01-07 00:00:00,9
497,1970-01-07 00:15:00,11
498,1970-01-07 00:30:00,5
499,1970-01-07 00:45:00,4
500,1970-01-07 01:00:00,5
501,1970-01-07 01:15:00,9
502,1970-01-07 01:30:00,6
503,1970-01-07 01:45:00,4
504,1970-01-07 02:00:00,8
505,1970-01-07 02:15:00,8
506,1970-01-07 02:30:00,10
507,1970-01-07 02:45:00,6
508,1970-01-07 03:00:00,11
509,1970-01-07 03:15:00,10
510,1970-01-07 03:30:00,1
511,1970-01-07 03:45:00,6
512,1970-01-07 04:00:00,4
513,1970-01-07 04:15:00,4
514,1970-01-07 04:30:00,3
515,1970-01-07 04:45:00,6
516,1970-01-07 05:00:00,3
517,1970-01-07 05:15:00,2
518,1970-01-07 05:30:00,2
519,1970-01-07 05:45:00,2
520,1970-01-07 06:00:00,2
521,1970-01-07 06:15:00,1
522,1970-01-07 06:30:00,2
523,1970-01-07 06:45:00,1
524,1970-01-07 07:00:00,2
525,1970-01-07 07:15:00,3
526,1970-01-07 07:30:00,1
527,1970-01-07 07:45:00,1
528,1970-01-07 08:00:00,2
529,1970-01-07 08:15:00,1
530,1970-01-07 08:30:00,2
531,1970-01-07 08:45:00,3
532,1970-01-07 09:00:00,0
533,1970-01-07 09:15:00,2
534,1970-01-07 09:30:00,2
535,1970-01-07 09:45:00,6
536,1970-01-07 10:00:00,7
537,1970-01-07 10:15:00,3
538,1970-01-07 10:30:00,16
539,1970-01-07 10:45:00,5
540,1970-01-07 11:00:00,16
541,1970-01-07 11:15:00,10
542,1970-01-07 11:30:00,12
543,1970-01-07 11:45:00,12
544,1970-01-07 12:00:00,20
545,1970-01-07 12:15:00,15
546,1970-01-07 12:30:00,18
547,1970-01-07 12:45:00,13
548,1970-01-07 13:00:00,11
549,1970-01-07 13:15:00,10
550,1970-01-07 13:30:00,12
551,1970-01-07 13:45:00,7
552,1970-01-07 14:00:00,9
553,1970-01-07 14:15:00,3
554,1970-01-07 14:30:00,5
555,1970-01-07 14:45:00,7
556,1970-01-07 15:00:00,8
557,1970-01-07 15:15:00,5
558,1970-01-07 15:30:00,1
559,1970-01-07 15:45:00,9
560,1970-01-07 16:00:00,5
561,1970-01-07 16:15:00,4
562,1970-01-07 16:30:00,5
563,1970-01-07 16:45:00,4
564,1970-01-07 17:00:00,4
565,1970-01-07 17:15:00,3
566,1970-01-07 17:30:00,1
567,1970-01-07 17:45:00,6
568,1970-01-07 18:00:00,5
569,1970-01-07 18:15:00,4
570,1970-01-07 18:30:00,5
571,1970-01-07 18:45:00,5
572,1970-01-07 19:00:00,6
573,1970-01-07 19:15:00,5
574,1970-01-07 19:30:00,3
575,1970-01-07 19:45:00,2
576,1970-01-07 20:00:00,5
577,1970-01-07 20:15:00,6
578,1970-01-07 20:30:00,10
579,1970-01-07 20:45:00,8
580,1970-01-07 21:00:00,14
581,1970-01-07 21:15:00,15
582,1970-01-07 21:30:00,7
583,1970-01-07 21:45:00,13
584,1970-01-07 22:00:00,15
585,1970-01-07 22:15:00,13
586,1970-01-07 22:30:00,18
587,1970-01-07 22:45:00,10
588,1970-01-07 23:00:00,19
589,1970-01-07 23:15:00,7
590,1970-01-07 23:30:00,6
591,1970-01-07 23:45:00,11
592,1970-01-08 00:00:00,8
593,1970-01-08 00:15:00,16
594,1970-01-08 00:30:00,8
595,1970-01-08 00:45:00,11
596,1970-01-08 01:00:00,9
597,1970-01-08 01:15:00,14
598,1970-01-08 01:30:00,7
599,1970-01-08 01:45:00,9
600,1970-01-08 02:00:00,17
601,1970-01-08 02:15:00,10
602,1970-01-08 02:30:00,13
603,1970-01-08 02:45:00,3
604,1970-01-08 03:00:00,7
605,1970-01-08 03:15:00,6
606,1970-01-08 03:30:00,6
607,1970-01-08 03:45:00,7
608,1970-01-08 04:00:00,7
609,1970-01-08 04:15:00,4
610,1970-01-08 04:30:00,1
611,1970-01-08 04:45:00,5
612,1970-01-08 05:00:00,0
613,1970-01-08 05:15:00,2
614,1970-01-08 05:30:00,0
615,1970-01-08 05:45:00,4
616,1970-01-08 06:00:00,0
617,1970-01-08 06:15:00,2
618,1970-01-08 06:30:00,0
619,1970-01-08 06:45:00,1
620,1970-01-08 07:00:00,1
621,1970-01-08 07:15:00,3
622,1970-01-08 07:30:00,1
623,1970-01-08 07:45:00,2
624,1970-01-08 08:00:00,3
625,1970-01-08 08:15:00,1
626,1970-01-08 08:30:00,4
627,1970-01-08 08:45:00,2
628,1970-01-08 09:00:00,1
629,1970-01-08 09:15:00,3
630,1970-01-08 09:30:00,5
631,1970-01-08 09:45:00,5
632,1970-01-08 10:00:00,5
633,1970-01-08 10:15:00,9
634,1970-01-08 10:30:00,15
635,1970-01-08 10:45:00,5
636,1970-01-08 11:00:00,15
637,1970-01-08 11:15:00,11
638,1970-01-08 11:30:00,6
639,1970-01-08 11:45:00,7
640,1970-01-08 12:00:00,10
641,1970-01-08 12:15:00,12
642,1970-01-08 12:30:00,18
643,1970-01-08 12:45:00,12
644,1970-01-08 13:00:00,8
645,1970-01-08 13:15:00,12
646,1970-01-08 13:30:00,8
647,1970-01-08 13:45:00,8
648,1970-01-08 14:00:00,4
649,1970-01-08 14:15:00,4
650,1970-01-08 14:30:00,6
651,1970-01-08 14:45:00,2
652,1970-01-08 15:00:00,0
653,1970-01-08 15:15:00,0
654,1970-01-08 15:30:00,0
655,1970-01-08 15:45:00,0
656,1970-01-08 16:00:00,0
657,1970-01-08 16:15:00,1
658,1970-01-08 16:30:00,3
659,1970-01-08 16:45:00,1
660,1970-01-08 17:00:00,0
661,1970-01-08 17:15:00,0
662,1970-01-08 17:30:00,0
663,1970-01-08 17:45:00,5
664,1970-01-08 18:00:00,2
665,1970-01-08 18:15:00,4
666,1970-01-08 18:30:00,1
667,1970-01-08 18:45:00,6
668,1970-01-08 19:00:00,4
669,1970-01-08 19:15:00,2
670,1970-01-08 19:30:00,6
671,1970-01-08 19:45:00,1
672,1970-01-08 20:00:00,5
673,1970-01-08 20:15:00,12
674,1970-01-08 20:30:00,13
675,1970-01-08 20:45:00,10
676,1970-01-08 21:00:00,6
677,1970-01-08 21:15:00,16
678,1970-01-08 21:30:00,19
679,1970-01-08 21:45:00,14
680,1970-01-08 22:00:00,13
681,1970-01-08 22:15:00,12
682,1970-01-08 22:30:00,12
683,1970-01-08 22:45:00,21
684,1970-01-08 23:00:00,20
685,1970-01-08 23:15:00,10
686,1970-01-08 23:30:00,10
687,1970-01-08 23:45:00,11
688,1970-01-09 00:00:00,23
689,1970-01-09 00:15:00,20
690,1970-01-09 00:30:00,20
691,1970-01-09 00:45:00,10
692,1970-01-09 01:00:00,17
693,1970-01-09 01:15:00,23
694,1970-01-09 01:30:00,18
695,1970-01-09 01:45:00,18
696,1970-01-09 02:00:00,10
697,1970-01-09 02:15:00,20
698,1970-01-09 02:30:00,13
699,1970-01-09 02:45:00,12
700,1970-01-09 03:00:00,12
701,1970-01-09 03:15:00,10
702,1970-01-09 03:30:00,7
703,1970-01-09 03:45:00,4
704,1970-01-09 04:00:00,6
705,1970-01-09 04:15:00,4
706,1970-01-09 04:30:00,5
707,1970-01-09 04:45:00,5
708,1970-01-09 05:00:00,6
709,1970-01-09 05:15:00,2
710,1970-01-09 05:30:00,0
711,1970-01-09 05:45:00,2
712,1970-01-09 06:00:00,1
713,1970-01-09 06:15:00,4
714,1970-01-09 06:30:00,3
715,1970-01-09 06:45:00,0
716,1970-01-09 07:00:00,2
717,1970-01-09 07:15:00,3
718,1970-01-09 07:30:00,3
719,1970-01-09 07:45:00,1
720,1970-01-09 08:00:00,2
721,1970-01-09 08:15:00,1
722,1970-01-09 08:30:00,0
723,1970-01-09 08:45:00,0
724,1970-01-09 09:00:00,1
725,1970-01-09 09:15:00,5
726,1970-01-09 09:30:00,3
727,1970-01-09 09:45:00,1
728,1970-01-09 10:00:00,3
729,1970-01-09 10:15:00,4
730,1970-01-09 10:30:00,7
731,1970-01-09 10:45:00,11
732,1970-01-09 11:00:00,7
733,1970-01-09 11:15:00,12
734,1970-01-09 11:30:00,13
735,1970-01-09 11:45:00,14
736,1970-01-09 12:00:00,8
737,1970-01-09 12:15:00,14
738,1970-01-09 12:30:00,19
739,1970-01-09 12:45:00,10
740,1970-01-09 13:00:00,6
741,1970-01-09 13:15:00,9
742,1970-01-09 13:30:00,12
743,1970-01-09 13:45:00,6
744,1970-01-09 14:00:00,7
745,1970-01-09 14:15:00,12
746,1970-01-09 14:30:00,13
747,1970-01-09 14:45:00,10
748,1970-01-09 15:00:00,16
749,1970-01-09 15:15:00,12
750,1970-01-09 15:30:00,12
751,1970-01-09 15:45:00,9
752,1970-01-09 16:00:00,13
753,1970-01-09 16:15:00,9
754,1970-01-09 16:30:00,14
755,1970-01-09 16:45:00,12
756,1970-01-09 17:00:00,5
757,1970-01-09 17:15:00,11
758,1970-01-09 17:30:00,18
759,1970-01-09 17:45:00,11
760,1970-01-09 18:00:00,7
761,1970-01-09 18:15:00,10
762,1970-01-09 18:30:00,16
763,1970-01-09 18:45:00,13
764,1970-01-09 19:00:00,9
765,1970-01-09 19:15:00,12
766,1970-01-09 19:30:00,10
767,1970-01-09 19:45:00,6
768,1970-01-09 20:00:00,7
769,1970-01-09 20:15:00,7
770,1970-01-09 20:30:00,7
771,1970-01-09 20:45:00,11
772,1970-01-09 21:00:00,12
773,1970-01-09 21:15:00,13
774,1970-01-09 21:30:00,8
775,1970-01-09 21:45:00,13
776,1970-01-09 22:00:00,6
777,1970-01-09 22:15:00,14
778,1970-01-09 22:30:00,14
779,1970-01-09 22:45:00,9
780,1970-01-09 23:00:00,8
781,1970-01-09 23:15:00,13
782,1970-01-09 23:30:00,11
783,1970-01-09 23:45:00,9
784,1970-01-10 00:00:00,16
785,1970-01-10 00:15:00,13
786,1970-01-10 00:30:00,15
787,1970-01-10 00:45:00,14
788,1970-01-10 01:00:00,16
789,1970-01-10 01:15:00,20
790,1970-01-10 01:30:00,13
791,1970-01-10 01:45:00,21
792,1970-01-10 02:00:00,29
793,1970-01-10 02:15:00,34
794,1970-01-10 02:30:00,26
795,1970-01-10 02:45:00,24
796,1970-01-10 03:00:00,17
797,1970-01-10 03:15:00,17
798,1970-01-10 03:30:00,16
799,1970-01-10 03:45:00,20
800,1970-01-10 04:00:00,10
801,1970-01-10 04:15:00,21
802,1970-01-10 04:30:00,19
803,1970-01-10 04:45:00,22
804,1970-01-10 05:00:00,14
805,1970-01-10 05:15:00,3
806,1970-01-10 05:30:00,4
807,1970-01-10 05:45:00,12
808,1970-01-10 06:00:00,9
809,1970-01-10 06:15:00,9
810,1970-01-10 06:30:00,1
811,1970-01-10 06:45:00,1
812,1970-01-10 07:00:00,2
813,1970-01-10 07:15:00,4
814,1970-01-10 07:30:00,5
815,1970-01-10 07:45:00,2
816,1970-01-10 08:00:00,3
817,1970-01-10 08:15:00,1
818,1970-01-10 08:30:00,1
819,1970-01-10 08:45:00,0
820,1970-01-10 09:00:00,1
821,1970-01-10 09:15:00,1
